complaint_id,text,category,timestamp
BIL-01041,I paid R4310 at the store but it's not reflecting on my account.,billing,2024-02-19 15:57
SVC-01042,The technician didn't show up for the scheduled appointment in Rustenburg.,service,2024-07-14 12:06
BIL-01043,"I was charged R2766 for a service I never signed up for. Please reverse this. My account number is ACC-23122. This is urgent, please help.",billing,2024-02-14 09:07
NET-01044,My fibre has been down for 3 days in Durban North. No one is helping.,network,2024-07-26 16:54
BIL-01045,"My prepaid balance of R4722 was deducted without any usage. This is urgent, please help.",billing,2024-06-18 09:45
BIL-01046,"Double charge on my account for R4749. I need this fixed urgently. My account number is ACC-82215. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-10-27 11:28
SVC-01047,My number porting has been stuck for 12 days. I can't receive calls.,service,2024-10-19 11:04
BIL-01048,I paid R4664 at the store but it's not reflecting on my account.,billing,2024-02-05 09:37
NET-01049,Tower in Bloemfontein seems broken. No coverage for 4 days straight. I will report to ICASA if this is not resolved.,service,2024-06-15 08:22
BIL-01050,My prepaid balance of R3106 was deducted without any usage.,billing,2024-02-06 11:40
BIL-01051,My prepaid balance of R3663 was deducted without any usage. My account number is ACC-19121.,billing,2024-03-23 16:51
BIL-01052,I paid R3196 at the store but it's not reflecting on my account. I will report to ICASA if this is not resolved.,billing,2024-09-15 16:45
BIL-01053,"The upgrade fee of R2777 was not disclosed to me before signing. This is urgent, please help.",billing,2024-11-12 08:07
BIL-01054,"Double charge on my account for R3769. I need this fixed urgently. My account number is ACC-62455. This is urgent, please help.",billing,2024-03-22 12:55
BIL-01055,I was promised a discount of R3245 but my bill still shows full price. I will report to ICASA if this is not resolved.,billing,2024-09-21 13:54
NET-01056,Load shedding in Bellville knocked out the tower and it's been 14 days.,network,2024-01-22 15:25
FRD-01057,"I'm receiving bills for a contract I never signed. ID number ****7398 was used. This is urgent, please help. I will report to ICASA if this is not resolved.",fraud,2024-06-18 09:30
BIL-01058,My airtime of R1515 disappeared overnight. I didn't make any calls.,billing,2024-07-05 10:03
BIL-01059,Why am I being billed R958 when my plan is only R199 per month?,billing,2024-09-02 15:35
BIL-01060,Double charge on my account for R222. I need this fixed urgently.,billing,2024-07-04 16:08
SVC-01061,I've called 9 times about the same issue. Each time I'm told it's escalated. I will report to ICASA if this is not resolved.,service,2024-03-05 11:17
BIL-01062,I paid R1447 at the store but it's not reflecting on my account.,billing,2024-03-19 17:29
BIL-01063,I paid R2801 at the store but it's not reflecting on my account.,billing,2024-11-14 12:44
BIL-01064,I was promised a discount of R3835 but my bill still shows full price. I will report to ICASA if this is not resolved.,billing,2024-04-07 12:48
BIL-01065,I was promised a discount of R934 but my bill still shows full price.,billing,2024-07-11 08:58
BIL-01066,My airtime of R3505 disappeared overnight. I didn't make any calls.,billing,2024-07-09 15:49
SVC-01067,Sent an email 2 days ago to complaints. No acknowledgement received.,service,2024-10-22 10:34
FRD-01068,Received notification of a new line added to my account. I didn't do this. My account number is ACC-44301.,fraud,2024-04-14 17:14
SVC-01069,The technician didn't show up for the scheduled appointment in Nelspruit.,network,2024-12-11 14:55
BIL-01070,My airtime of R2193 disappeared overnight. I didn't make any calls.,billing,2024-01-10 15:26
BIL-01071,"I was charged R2367 for a service I never signed up for. Please reverse this. My account number is ACC-62286. This is urgent, please help.",billing,2024-03-13 14:18
BIL-01072,I cancelled my contract last month but I'm still being charged R1297.,billing,2024-05-11 11:20
BIL-01073,My account shows a debit of R4027 that I don't recognise. This is unacceptable.,billing,2024-01-20 09:37
BIL-01074,I paid R471 at the store but it's not reflecting on my account.,billing,2024-06-08 15:20
BIL-01075,I was promised a discount of R3551 but my bill still shows full price.,billing,2024-08-03 13:08
SVC-01076,My SIM swap request has been pending for 14 days. No updates. My account number is ACC-96090. I will report to ICASA if this is not resolved.,network,2024-03-13 13:11
NET-01077,Can't connect to 4G in Boksburg. Only getting Edge/2G for 1 days now.,network,2024-05-19 15:37
BIL-01078,"My airtime of R3084 disappeared overnight. I didn't make any calls. This is urgent, please help.",billing,2024-11-02 17:34
FRD-01079,Unauthorised SIM swap on my number 0679852387. I didn't request this.,fraud,2024-10-01 12:17
NET-01080,Network completely down in Mitchells Plain. Multiple people affected for 14 days.,network,2024-04-21 09:01
BIL-01081,Stop debiting my account! I owe nothing. Last debit was R710.,billing,2024-04-01 08:01
SVC-01082,"The technician didn't show up for the scheduled appointment in Nelspruit. This is urgent, please help.",service,2024-08-15 14:59
BIL-01083,"I was promised a discount of R1142 but my bill still shows full price. This is urgent, please help.",billing,2024-11-19 13:55
SVC-01084,I submitted a query 8 days ago with reference REF-331375. Still no response.,service,2024-10-06 09:18
SVC-01085,"Promised a callback within 24 hours. It's been 14 days. Nothing. My account number is ACC-22093. This is urgent, please help.",network,2024-05-15 17:51
SVC-01086,"I've called 6 times about the same issue. Each time I'm told it's escalated. This is urgent, please help.",service,2024-03-16 14:27
BIL-01087,I was promised a discount of R368 but my bill still shows full price.,billing,2024-01-21 14:59
NET-01088,"No signal in Krugersdorp for the past 3 days. I can't make calls or use data. This is urgent, please help.",network,2024-09-06 15:07
BIL-01089,"My prepaid balance of R1273 was deducted without any usage. This is urgent, please help.",billing,2024-01-16 14:10
FRD-01090,Someone ported my number 0623811643 without my consent. I suspect fraud.,fraud,2024-07-13 16:27
BIL-01091,I was promised a discount of R2156 but my bill still shows full price. My account number is ACC-63382. I will report to ICASA if this is not resolved.,billing,2024-06-06 08:45
BIL-01092,I was charged R1324 for a service I never signed up for. Please reverse this.,billing,2024-09-04 13:27
BIL-01093,Incorrect billing on my fibre account. Charged R608 instead of R99.,billing,2024-02-18 14:10
NET-01094,Internet speed is terrible in Bellville. I'm getting 0.5mbps instead of 100mbps.,network,2024-10-02 09:05
BIL-01095,I paid R2619 at the store but it's not reflecting on my account.,billing,2024-05-28 16:17
BIL-01096,"I cancelled my contract last month but I'm still being charged R2719. My account number is ACC-82102. This is urgent, please help.",billing,2024-12-07 15:51
BIL-01097,My airtime of R824 disappeared overnight. I didn't make any calls.,billing,2024-11-13 10:38
BIL-01098,Incorrect billing on my fibre account. Charged R298 instead of R699.,billing,2024-02-16 11:38
FRD-01099,My account password was changed without my consent. Possible hack. My account number is ACC-32664. I will report to ICASA if this is not resolved.,fraud,2024-04-14 08:28
BIL-01100,My prepaid balance of R4579 was deducted without any usage.,billing,2024-05-22 16:04
BIL-01101,I was promised a discount of R4538 but my bill still shows full price.,billing,2024-12-06 09:18
SVC-01102,I've been on hold for 104 minutes trying to speak to someone about my account. My account number is ACC-26728. I will report to ICASA if this is not resolved.,service,2024-02-01 12:06
BIL-01103,"Stop debiting my account! I owe nothing. Last debit was R4740. My account number is ACC-26414. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-09-06 14:52
SVC-01104,I've been on hold for 31 minutes trying to speak to someone about my account. My account number is ACC-17378.,service,2024-04-05 14:31
NET-01105,No network coverage at my new address in Umhlanga. Was told there would be. My account number is ACC-22554. I will report to ICASA if this is not resolved.,network,2024-10-01 08:51
NET-01106,"Experiencing packet loss and high latency in Randburg. Can't work from home. This is urgent, please help.",network,2024-10-18 08:16
BIL-01107,I paid R1133 at the store but it's not reflecting on my account.,billing,2024-12-02 09:03
BIL-01108,My account shows a debit of R81 that I don't recognise. This is unacceptable. My account number is ACC-35860.,billing,2024-12-06 15:18
SVC-01109,Sent an email 12 days ago to complaints. No acknowledgement received. I will report to ICASA if this is not resolved.,network,2024-09-18 11:36
BIL-01110,My account shows a debit of R3527 that I don't recognise. This is unacceptable.,billing,2024-12-14 10:44
BIL-01111,Double charge on my account for R3953. I need this fixed urgently. My account number is ACC-25890.,billing,2024-10-07 17:36
FRD-01112,"My account was accessed and R2499 was transferred out. This is theft. This is urgent, please help.",fraud,2024-04-23 09:11
FRD-01113,Someone ported my number 0648830949 without my consent. I suspect fraud. My account number is ACC-24896.,fraud,2024-03-13 12:58
BIL-01114,My airtime of R1312 disappeared overnight. I didn't make any calls.,billing,2024-06-27 11:58
BIL-01115,"My airtime of R1511 disappeared overnight. I didn't make any calls. This is urgent, please help.",billing,2024-08-15 11:56
NET-01116,Can't connect to 4G in Pietermaritzburg. Only getting Edge/2G for 3 days now.,network,2024-10-28 17:01
BIL-01117,I paid R2323 at the store but it's not reflecting on my account.,billing,2024-11-22 08:04
BIL-01118,The upgrade fee of R4351 was not disclosed to me before signing. My account number is ACC-79935. I will report to ICASA if this is not resolved.,billing,2024-03-09 10:17
BIL-01119,"My airtime of R441 disappeared overnight. I didn't make any calls. This is urgent, please help.",billing,2024-06-26 16:17
BIL-01120,I was charged R483 for a service I never signed up for. Please reverse this.,billing,2024-03-27 10:01
SVC-01121,Your chatbot is useless. I need to speak to a real person about my account.,service,2024-02-27 10:45
BIL-01122,I was charged R3338 for a service I never signed up for. Please reverse this. My account number is ACC-39214.,billing,2024-09-15 11:49
BIL-01123,"I was charged R4282 for a service I never signed up for. Please reverse this. This is urgent, please help.",billing,2024-07-23 11:19
BIL-01124,I cancelled my contract last month but I'm still being charged R1694. I will report to ICASA if this is not resolved.,billing,2024-01-08 13:31
NET-01125,Tower in Randburg seems broken. No coverage for 9 days straight.,network,2024-11-22 09:23
NET-01126,WiFi calling not working in Polokwane despite being in a no-signal zone. I will report to ICASA if this is not resolved.,network,2024-05-18 17:25
BIL-01127,The upgrade fee of R995 was not disclosed to me before signing.,billing,2024-08-26 14:14
BIL-01128,Incorrect billing on my fibre account. Charged R894 instead of R699.,billing,2024-03-14 08:39
BIL-01129,My airtime of R4302 disappeared overnight. I didn't make any calls. My account number is ACC-83183.,billing,2024-01-21 10:32
SVC-01130,I submitted a query 11 days ago with reference REF-142968. Still no response. My account number is ACC-72473.,service,2024-06-27 13:20
BIL-01131,My account shows a debit of R3884 that I don't recognise. This is unacceptable.,billing,2024-02-07 16:06
BIL-01132,Double charge on my account for R1723. I need this fixed urgently.,billing,2024-06-04 12:29
SVC-01133,The technician didn't show up for the scheduled appointment in Cape Town CBD. My account number is ACC-13030.,service,2024-03-13 08:30
BIL-01134,I cancelled my contract last month but I'm still being charged R325. My account number is ACC-10037. I will report to ICASA if this is not resolved.,billing,2024-05-25 14:22
BIL-01135,"Incorrect billing on my fibre account. Charged R3527 instead of R699. My account number is ACC-82683. This is urgent, please help.",billing,2024-08-25 11:21
SVC-01136,"I've called 10 times about the same issue. Each time I'm told it's escalated. My account number is ACC-89717. This is urgent, please help.",service,2024-11-04 14:57
NET-01137,Network completely down in Stellenbosch. Multiple people affected for 14 days. My account number is ACC-70747.,network,2024-08-10 13:16
BIL-01138,I was promised a discount of R1081 but my bill still shows full price.,billing,2024-02-27 12:36
BIL-01139,Incorrect billing on my fibre account. Charged R203 instead of R499.,billing,2024-08-16 14:25
BIL-01140,I was charged R1580 for a service I never signed up for. Please reverse this. My account number is ACC-14187.,billing,2024-07-27 08:22
BIL-01141,My airtime of R807 disappeared overnight. I didn't make any calls. My account number is ACC-80570.,billing,2024-02-17 14:12
NET-01142,Constant dropped calls in Umhlanga. This has been going on for 11 days. My account number is ACC-77449.,service,2024-11-20 15:37
BIL-01143,I was promised a discount of R3705 but my bill still shows full price. I will report to ICASA if this is not resolved.,billing,2024-09-11 14:46
BIL-01144,Why am I being billed R2857 when my plan is only R499 per month? My account number is ACC-76107.,billing,2024-10-04 10:30
BIL-01145,"I was promised a discount of R382 but my bill still shows full price. This is urgent, please help.",billing,2024-06-20 08:49
NET-01146,Internet speed is terrible in Bloemfontein. I'm getting 0.5mbps instead of 100mbps.,network,2024-07-24 10:04
NET-01147,My fibre has been down for 12 days in Durban North. No one is helping.,network,2024-01-14 11:50
BIL-01148,My airtime of R689 disappeared overnight. I didn't make any calls.,billing,2024-08-03 16:28
BIL-01149,Why am I being billed R566 when my plan is only R499 per month?,billing,2024-05-02 11:18
BIL-01150,I was charged R1897 for a service I never signed up for. Please reverse this.,billing,2024-09-25 12:31
BIL-01151,I was promised a discount of R241 but my bill still shows full price.,billing,2024-03-13 08:19
BIL-01152,Incorrect billing on my fibre account. Charged R3796 instead of R699.,billing,2024-12-19 10:46
BIL-01153,My airtime of R4400 disappeared overnight. I didn't make any calls.,billing,2024-01-10 12:29
BIL-01154,I was charged R2274 for a service I never signed up for. Please reverse this. My account number is ACC-59049.,billing,2024-02-15 16:01
SVC-01155,I've called 3 times about the same issue. Each time I'm told it's escalated.,service,2024-04-24 13:44
NET-01156,"Constant dropped calls in Port Elizabeth. This has been going on for 8 days. This is urgent, please help.",network,2024-12-19 16:34
BIL-01157,"My account shows a debit of R4409 that I don't recognise. This is unacceptable. This is urgent, please help.",billing,2024-11-10 17:18
BIL-01158,Double charge on my account for R1670. I need this fixed urgently.,billing,2024-06-27 14:35
BIL-01159,"Double charge on my account for R887. I need this fixed urgently. This is urgent, please help.",billing,2024-06-28 14:00
BIL-01160,Stop debiting my account! I owe nothing. Last debit was R2656.,billing,2024-07-16 16:00
SVC-01161,"I've been on hold for 116 minutes trying to speak to someone about my account. This is urgent, please help.",service,2024-03-11 08:55
FRD-01162,Unauthorised SIM swap on my number 0612780654. I didn't request this.,fraud,2024-01-12 08:09
BIL-01163,"My prepaid balance of R1286 was deducted without any usage. This is urgent, please help.",billing,2024-09-20 10:44
FRD-01164,I'm receiving bills for a contract I never signed. ID number ****5450 was used.,fraud,2024-11-08 14:51
NET-01165,Internet speed is terrible in Roodepoort. I'm getting 0.5mbps instead of 100mbps.,service,2024-09-02 09:32
BIL-01166,My account shows a debit of R212 that I don't recognise. This is unacceptable.,billing,2024-08-16 10:29
BIL-01167,"I cancelled my contract last month but I'm still being charged R3266. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-10-24 12:49
BIL-01168,Incorrect billing on my fibre account. Charged R2037 instead of R699.,billing,2024-06-17 15:29
BIL-01169,"I cancelled my contract last month but I'm still being charged R1743. This is urgent, please help.",billing,2024-05-23 12:27
FRD-01170,Someone opened an account in my name using my ID ****5225. My account number is ACC-93277.,fraud,2024-06-28 12:39
BIL-01171,Incorrect billing on my fibre account. Charged R1758 instead of R499. My account number is ACC-32950.,billing,2024-09-04 10:48
FRD-01172,Received notification of a new line added to my account. I didn't do this.,fraud,2024-12-25 15:53
FRD-01173,Suspicious activity on my account. Calls made to 0772710850 that I didn't make.,fraud,2024-08-22 12:38
FRD-01174,Someone opened an account in my name using my ID ****8739.,fraud,2024-05-01 11:13
BIL-01175,"My airtime of R1028 disappeared overnight. I didn't make any calls. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-12-22 14:13
FRD-01176,Someone is using my identity to get contracts. Reference REF-538692.,fraud,2024-08-18 10:35
SVC-01177,"My number porting has been stuck for 12 days. I can't receive calls. My account number is ACC-99534. This is urgent, please help.",service,2024-04-12 17:56
BIL-01178,"I cancelled my contract last month but I'm still being charged R4739. This is urgent, please help.",billing,2024-06-25 16:04
SVC-01179,Promised a callback within 24 hours. It's been 5 days. Nothing. My account number is ACC-58404.,service,2024-05-12 08:54
SVC-01180,Promised a callback within 24 hours. It's been 4 days. Nothing. My account number is ACC-42055. I will report to ICASA if this is not resolved.,service,2024-09-10 10:09
NET-01181,"No signal in Pretoria East for the past 12 days. I can't make calls or use data. This is urgent, please help.",network,2024-01-19 09:10
NET-01182,"Network completely down in Pietermaritzburg. Multiple people affected for 6 days. This is urgent, please help.",network,2024-09-01 13:22
SVC-01183,I've been on hold for 82 minutes trying to speak to someone about my account.,service,2024-11-23 14:04
BIL-01184,"Stop debiting my account! I owe nothing. Last debit was R2469. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-05-15 13:48
BIL-01185,Double charge on my account for R3087. I need this fixed urgently. My account number is ACC-24040.,billing,2024-04-25 16:54
BIL-01186,My account shows a debit of R1978 that I don't recognise. This is unacceptable. My account number is ACC-20498.,billing,2024-08-24 14:59
BIL-01187,My account shows a debit of R588 that I don't recognise. This is unacceptable. My account number is ACC-51553.,billing,2024-11-17 13:08
BIL-01188,My prepaid balance of R2639 was deducted without any usage.,billing,2024-01-12 12:04
NET-01189,Constant dropped calls in Roodepoort. This has been going on for 13 days. My account number is ACC-57484.,network,2024-11-02 17:29
SVC-01190,My number porting has been stuck for 13 days. I can't receive calls.,service,2024-11-03 14:06
SVC-01191,Promised a callback within 24 hours. It's been 8 days. Nothing.,service,2024-06-27 09:48
BIL-01192,Double charge on my account for R1866. I need this fixed urgently.,billing,2024-11-26 16:18
BIL-01193,Why am I being billed R1711 when my plan is only R99 per month? My account number is ACC-87183.,billing,2024-08-03 17:38
BIL-01194,Incorrect billing on my fibre account. Charged R2614 instead of R199.,billing,2024-12-04 10:12
NET-01195,My fibre has been down for 9 days in Randburg. No one is helping.,network,2024-11-25 16:02
SVC-01196,Promised a callback within 24 hours. It's been 1 days. Nothing. My account number is ACC-59616.,service,2024-12-07 12:26
BIL-01197,I paid R1381 at the store but it's not reflecting on my account. My account number is ACC-81584.,billing,2024-12-10 15:57
SVC-01198,"I've called 10 times about the same issue. Each time I'm told it's escalated. This is urgent, please help.",service,2024-10-22 11:15
BIL-01199,I was charged R1496 for a service I never signed up for. Please reverse this.,billing,2024-12-06 08:13
SVC-01200,Sent an email 12 days ago to complaints. No acknowledgement received.,service,2024-04-16 12:23
BIL-01201,Incorrect billing on my fibre account. Charged R3980 instead of R499.,billing,2024-10-05 11:55
BIL-01202,Stop debiting my account! I owe nothing. Last debit was R3175.,billing,2024-11-25 14:03
BIL-01203,"Double charge on my account for R2816. I need this fixed urgently. My account number is ACC-70238. This is urgent, please help.",billing,2024-03-15 15:00
BIL-01204,The upgrade fee of R4898 was not disclosed to me before signing.,billing,2024-02-23 09:12
BIL-01205,My prepaid balance of R4507 was deducted without any usage.,billing,2024-01-05 09:05
SVC-01206,I've been on hold for 44 minutes trying to speak to someone about my account.,service,2024-04-05 13:05
BIL-01207,My airtime of R3155 disappeared overnight. I didn't make any calls. My account number is ACC-55870. I will report to ICASA if this is not resolved.,billing,2024-11-02 08:15
BIL-01208,"I cancelled my contract last month but I'm still being charged R3073. This is urgent, please help.",billing,2024-02-11 14:41
BIL-01209,"Why am I being billed R3551 when my plan is only R99 per month? My account number is ACC-70604. This is urgent, please help.",billing,2024-06-22 08:00
BIL-01210,I was charged R1449 for a service I never signed up for. Please reverse this.,billing,2024-05-21 10:07
SVC-01211,Sent an email 5 days ago to complaints. No acknowledgement received. My account number is ACC-10385.,service,2024-03-03 16:42
BIL-01212,The upgrade fee of R3943 was not disclosed to me before signing.,billing,2024-01-12 10:44
BIL-01213,I cancelled my contract last month but I'm still being charged R4696.,billing,2024-11-17 13:25
NET-01214,No signal in Pretoria East for the past 6 days. I can't make calls or use data.,network,2024-08-23 17:23
BIL-01215,Double charge on my account for R420. I need this fixed urgently.,billing,2024-09-10 10:04
BIL-01216,I was promised a discount of R4602 but my bill still shows full price. My account number is ACC-72493.,billing,2024-03-02 16:05
BIL-01217,"My airtime of R2181 disappeared overnight. I didn't make any calls. This is urgent, please help.",billing,2024-12-05 08:14
BIL-01218,My airtime of R3576 disappeared overnight. I didn't make any calls.,billing,2024-03-12 08:30
SVC-01219,Promised a callback within 24 hours. It's been 11 days. Nothing.,network,2024-02-12 10:25
FRD-01220,Unauthorised purchase of R3431 on my account. I need this investigated. My account number is ACC-89381.,fraud,2024-06-05 15:49
BIL-01221,Incorrect billing on my fibre account. Charged R3659 instead of R499.,billing,2024-09-26 09:47
NET-01222,No network coverage at my new address in Pretoria East. Was told there would be.,network,2024-03-06 12:00
BIL-01223,I paid R1399 at the store but it's not reflecting on my account.,billing,2024-04-19 13:47
BIL-01224,"Why am I being billed R2690 when my plan is only R499 per month? This is urgent, please help.",billing,2024-05-06 14:54
BIL-01225,I cancelled my contract last month but I'm still being charged R758. My account number is ACC-14984.,billing,2024-12-26 09:15
BIL-01226,Why am I being billed R3045 when my plan is only R99 per month? My account number is ACC-57951.,billing,2024-07-01 13:46
FRD-01227,Someone is using my identity to get contracts. Reference REF-415808.,fraud,2024-05-09 17:39
NET-01228,No network coverage at my new address in Khayelitsha. Was told there would be. My account number is ACC-87767.,network,2024-10-24 15:46
BIL-01229,I was promised a discount of R4561 but my bill still shows full price.,billing,2024-07-26 13:30
BIL-01230,I cancelled my contract last month but I'm still being charged R3416.,billing,2024-01-18 15:38
BIL-01231,Double charge on my account for R1713. I need this fixed urgently. My account number is ACC-33255. I will report to ICASA if this is not resolved.,billing,2024-03-24 16:07
BIL-01232,I was charged R2804 for a service I never signed up for. Please reverse this.,billing,2024-02-18 14:46
BIL-01233,Incorrect billing on my fibre account. Charged R52 instead of R299.,billing,2024-07-13 14:45
FRD-01234,"Someone opened an account in my name using my ID ****3628. This is urgent, please help.",fraud,2024-06-05 08:29
BIL-01235,I was charged R4976 for a service I never signed up for. Please reverse this.,billing,2024-03-10 09:57
NET-01236,Internet speed is terrible in Rustenburg. I'm getting 0.5mbps instead of 100mbps.,network,2024-05-10 17:13
BIL-01237,I was promised a discount of R3976 but my bill still shows full price. My account number is ACC-48769.,billing,2024-01-16 12:10
SVC-01238,"I've called 3 times about the same issue. Each time I'm told it's escalated. My account number is ACC-42775. This is urgent, please help.",service,2024-07-18 10:26
BIL-01239,I was promised a discount of R3302 but my bill still shows full price. My account number is ACC-58226.,billing,2024-02-09 10:24
SVC-01240,I visited the Centurion store and waited 59 minutes with no assistance.,service,2024-07-09 16:28
SVC-01241,I visited the Krugersdorp store and waited 78 minutes with no assistance.,service,2024-08-19 16:38
FRD-01242,Received notification of a new line added to my account. I didn't do this.,fraud,2024-03-27 14:20
NET-01243,"Constant dropped calls in Pietermaritzburg. This has been going on for 4 days. My account number is ACC-70775. This is urgent, please help.",network,2024-04-13 08:44
BIL-01244,I was charged R1200 for a service I never signed up for. Please reverse this. My account number is ACC-71384.,billing,2024-04-22 12:16
BIL-01245,Why am I being billed R4131 when my plan is only R699 per month?,billing,2024-01-10 15:38
BIL-01246,"Incorrect billing on my fibre account. Charged R2150 instead of R99. This is urgent, please help.",billing,2024-08-14 17:35
BIL-01247,My account shows a debit of R106 that I don't recognise. This is unacceptable.,billing,2024-10-21 16:45
BIL-01248,Double charge on my account for R1963. I need this fixed urgently.,billing,2024-04-15 12:29
BIL-01249,I was charged R3154 for a service I never signed up for. Please reverse this. I will report to ICASA if this is not resolved.,billing,2024-07-13 12:50
SVC-01250,"The Stellenbosch branch closed early and I couldn't collect my device. This is urgent, please help.",service,2024-10-08 13:36
SVC-01251,I visited the Vanderbijlpark store and waited 110 minutes with no assistance.,service,2024-09-28 08:37
BIL-01252,Stop debiting my account! I owe nothing. Last debit was R3094.,billing,2024-06-24 10:10
BIL-01253,My account shows a debit of R4809 that I don't recognise. This is unacceptable. My account number is ACC-12248.,billing,2024-03-04 08:58
BIL-01254,"My prepaid balance of R1119 was deducted without any usage. This is urgent, please help.",billing,2024-10-08 09:51
BIL-01255,My account shows a debit of R3896 that I don't recognise. This is unacceptable. My account number is ACC-82523.,billing,2024-07-10 10:12
BIL-01256,Double charge on my account for R1170. I need this fixed urgently. My account number is ACC-48680.,billing,2024-04-05 16:56
BIL-01257,"Stop debiting my account! I owe nothing. Last debit was R3704. My account number is ACC-60667. This is urgent, please help.",billing,2024-04-28 11:41
SVC-01258,Your consultant Bongani was extremely rude and unhelpful when I called. My account number is ACC-98841.,service,2024-11-16 15:30
BIL-01259,I cancelled my contract last month but I'm still being charged R1674. My account number is ACC-85582.,billing,2024-04-24 14:56
BIL-01260,I cancelled my contract last month but I'm still being charged R565.,billing,2024-09-15 15:19
BIL-01261,Why am I being billed R2466 when my plan is only R499 per month?,billing,2024-11-14 10:44
BIL-01262,I was charged R1559 for a service I never signed up for. Please reverse this. My account number is ACC-56312. I will report to ICASA if this is not resolved.,billing,2024-04-12 09:04
FRD-01263,My account password was changed without my consent. Possible hack. I will report to ICASA if this is not resolved.,fraud,2024-01-16 11:31
BIL-01264,"Why am I being billed R3823 when my plan is only R699 per month? This is urgent, please help.",billing,2024-06-26 13:04
BIL-01265,My prepaid balance of R2010 was deducted without any usage.,billing,2024-12-10 16:45
BIL-01266,My prepaid balance of R962 was deducted without any usage. My account number is ACC-22280.,billing,2024-01-18 11:45
BIL-01267,My prepaid balance of R1736 was deducted without any usage.,billing,2024-09-17 13:48
SVC-01268,The Bloemfontein branch closed early and I couldn't collect my device.,service,2024-01-09 10:01
BIL-01269,My prepaid balance of R1951 was deducted without any usage. My account number is ACC-54555.,billing,2024-11-21 14:35
FRD-01270,I'm receiving bills for a contract I never signed. ID number ****5045 was used.,fraud,2024-10-10 09:11
BIL-01271,I cancelled my contract last month but I'm still being charged R1606. My account number is ACC-84943.,billing,2024-01-12 08:27
FRD-01272,Suspicious activity on my account. Calls made to 0773741808 that I didn't make.,fraud,2024-10-14 14:26
BIL-01273,I paid R4459 at the store but it's not reflecting on my account. My account number is ACC-54585.,billing,2024-07-04 12:39
BIL-01274,The upgrade fee of R4391 was not disclosed to me before signing.,billing,2024-11-10 11:25
BIL-01275,Why am I being billed R1296 when my plan is only R299 per month?,billing,2024-07-01 09:05
BIL-01276,Stop debiting my account! I owe nothing. Last debit was R202.,billing,2024-03-20 16:16
BIL-01277,"Incorrect billing on my fibre account. Charged R1335 instead of R199. This is urgent, please help.",billing,2024-07-14 14:12
FRD-01278,Someone opened an account in my name using my ID ****2902. My account number is ACC-39171.,fraud,2024-01-20 16:01
BIL-01279,I was charged R238 for a service I never signed up for. Please reverse this. My account number is ACC-91003.,billing,2024-02-12 10:36
SVC-01280,Sent an email 10 days ago to complaints. No acknowledgement received.,service,2024-07-23 10:07
SVC-01281,My number porting has been stuck for 14 days. I can't receive calls.,service,2024-09-19 12:41
SVC-01282,"The Randburg branch closed early and I couldn't collect my device. This is urgent, please help.",service,2024-09-27 12:59
BIL-01283,My account shows a debit of R3450 that I don't recognise. This is unacceptable.,billing,2024-08-16 09:53
BIL-01284,I cancelled my contract last month but I'm still being charged R2047.,billing,2024-09-15 15:02
NET-01285,Data connection keeps dropping every few minutes in Vanderbijlpark. Very frustrating. My account number is ACC-10535.,service,2024-08-14 10:08
BIL-01286,My account shows a debit of R4183 that I don't recognise. This is unacceptable.,billing,2024-01-26 13:04
NET-01287,Can't connect to 4G in Randburg. Only getting Edge/2G for 4 days now.,network,2024-09-08 11:13
BIL-01288,Stop debiting my account! I owe nothing. Last debit was R2977.,billing,2024-06-26 17:16
BIL-01289,My prepaid balance of R4008 was deducted without any usage.,billing,2024-12-22 14:51
NET-01290,Experiencing packet loss and high latency in Benoni. Can't work from home.,network,2024-06-24 13:05
BIL-01291,"Double charge on my account for R501. I need this fixed urgently. This is urgent, please help.",billing,2024-04-12 16:03
BIL-01292,My account shows a debit of R421 that I don't recognise. This is unacceptable. My account number is ACC-20959.,billing,2024-07-26 09:18
BIL-01293,Double charge on my account for R4418. I need this fixed urgently. My account number is ACC-13262.,billing,2024-06-16 17:06
BIL-01294,I was promised a discount of R1986 but my bill still shows full price. My account number is ACC-79922. I will report to ICASA if this is not resolved.,billing,2024-11-01 09:30
SVC-01295,The Witbank branch closed early and I couldn't collect my device. I will report to ICASA if this is not resolved.,service,2024-06-28 08:21
NET-01296,"No signal in Randburg for the past 3 days. I can't make calls or use data. This is urgent, please help.",network,2024-06-08 08:11
BIL-01297,Stop debiting my account! I owe nothing. Last debit was R3382.,billing,2024-08-02 08:52
BIL-01298,Why am I being billed R1406 when my plan is only R499 per month?,billing,2024-08-27 11:23
BIL-01299,"Stop debiting my account! I owe nothing. Last debit was R4567. My account number is ACC-32871. This is urgent, please help.",billing,2024-01-08 09:41
BIL-01300,"Stop debiting my account! I owe nothing. Last debit was R3720. This is urgent, please help.",billing,2024-02-26 17:39
BIL-01301,"Double charge on my account for R4021. I need this fixed urgently. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-03-19 10:42
